age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,Probability
20,9,1,0,0,0,40,0
40,13,1,1,0,0,60,0
30,9,1,1,0,0,40,0
30,13,0,1,99999,0,70,1
50,3,0,0,0,0,30,0
30,12,1,0,25236,0,50,1
50,9,1,0,0,1974,40,0
30,13,1,0,0,0,6,1
40,11,1,1,0,0,35,1
40,9,1,0,0,0,40,0
60,4,1,1,0,0,48,0
20,13,1,0,0,0,50,0
30,9,1,1,0,1573,40,0
30,12,1,1,2597,0,48,0
50,13,1,1,7688,0,40,1
40,9,0,0,0,2339,40,0
20,10,0,0,0,0,35,0
30,15,1,1,0,0,60,1
40,9,1,0,0,0,40,0
40,10,0,0,0,0,40,0
20,9,0,1,0,0,40,0
40,13,1,1,0,0,40,1
60,9,1,0,0,0,20,0
50,13,1,1,0,0,52,1
50,10,1,1,0,1902,60,1
50,16,1,1,7688,0,55,1
30,9,1,1,0,0,40,0
40,14,1,1,0,0,50,1
40,9,1,1,0,1902,60,1
40,9,0,1,8614,0,44,1
20,12,1,0,0,0,40,0
50,10,1,1,0,2444,45,1
40,10,1,1,0,0,20,0
19,9,1,1,0,2001,40,0
20,13,0,0,3325,0,43,0
40,11,1,0,0,0,25,1
50,4,1,0,0,0,7,0
60,15,1,1,0,1902,40,1
40,13,0,1,0,0,45,1
20,5,1,1,0,0,40,0
40,10,1,1,0,0,21,0
30,10,0,1,0,0,60,0
30,10,1,0,0,0,40,1
30,9,1,1,0,0,40,0
50,6,1,1,0,0,40,0
60,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
40,10,1,1,0,0,50,1
20,9,0,1,0,0,24,0
40,9,1,0,0,0,40,0
40,13,1,1,0,0,70,0
50,9,1,1,0,0,40,0
40,9,1,0,0,0,40,0
40,9,1,1,0,0,40,0
30,11,1,1,0,0,40,0
30,9,1,0,0,0,10,0
30,9,1,1,0,0,40,1
40,12,1,0,0,0,55,0
40,12,1,1,0,0,40,0
30,9,0,0,0,0,40,0
18,10,1,0,0,0,20,0
20,14,1,1,0,0,40,0
50,12,1,0,0,0,40,0
30,9,1,0,0,0,60,0
60,13,1,1,0,0,40,1
20,7,1,0,0,0,20,0
20,9,1,1,0,0,40,0
17,6,1,1,0,0,15,0
30,9,1,1,0,0,40,0
50,12,0,1,0,0,30,0
20,13,1,1,0,0,40,1
20,13,1,1,0,0,40,1
30,12,1,1,0,0,45,1
30,10,1,1,3464,0,45,0
20,10,1,1,0,0,40,1
20,13,1,0,0,0,40,0
40,14,1,0,0,0,40,0
50,4,1,1,0,0,19,0
60,10,0,1,0,0,20,0
50,6,1,1,0,0,60,0
50,9,1,0,0,0,16,0
20,9,1,1,0,0,20,0
20,14,1,1,0,0,45,0
18,9,1,1,0,0,30,0
20,13,0,0,14344,0,40,1
20,9,1,0,0,0,40,0
40,10,0,1,0,0,80,1
50,14,1,1,0,0,60,1
30,13,1,1,0,0,40,1
30,13,1,1,0,0,50,1
20,9,1,1,0,0,40,0
30,7,0,1,0,0,40,0
50,10,1,1,0,1977,60,1
60,10,1,1,0,0,40,0
60,10,1,1,7298,0,40,1
30,9,1,1,0,0,40,0
30,10,0,1,0,0,35,0
40,10,1,0,0,0,40,0
40,10,1,0,0,0,50,0
17,6,1,0,0,0,25,0
30,9,1,1,0,0,60,0
20,13,1,0,0,0,38,0
20,13,1,1,0,1887,40,1
70,13,1,1,0,2392,55,1
20,13,1,0,0,0,40,0
40,13,1,1,0,1485,60,0
40,7,1,1,0,0,40,0
20,13,0,0,0,0,50,0
40,14,1,1,0,0,45,1
60,15,1,1,0,0,45,1
30,11,0,0,0,0,40,0
20,10,1,0,0,0,17,0
17,6,1,0,0,0,10,0
70,7,1,0,0,0,16,0
30,12,1,0,0,0,40,0
50,10,1,1,0,0,40,1
30,13,0,0,0,0,35,0
70,13,1,1,0,0,50,1
30,9,0,0,0,0,24,0
40,9,0,0,0,0,20,0
60,6,1,0,0,0,40,0
20,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
50,16,1,0,0,0,40,1
50,9,0,1,0,0,40,0
20,10,1,0,0,0,40,0
20,10,0,1,0,0,22,0
30,11,1,1,0,0,40,1
40,6,0,1,0,0,40,0
50,9,1,1,0,0,32,0
50,2,0,1,0,0,50,0
50,12,0,1,0,0,40,0
20,13,1,1,0,0,45,1
40,10,1,0,0,0,40,0
30,9,0,0,0,0,40,0
60,9,1,0,0,0,35,1
20,9,1,1,0,0,60,0
60,7,0,0,0,0,40,0
30,10,1,0,0,0,40,0
20,9,1,1,0,0,65,0
30,9,1,1,0,0,52,0
40,10,1,0,0,0,40,0
40,16,1,1,0,0,50,0
50,9,1,1,0,0,40,1
40,13,1,1,0,0,40,1
30,10,1,0,0,0,50,0
30,9,1,0,0,0,40,0
50,9,1,0,0,0,40,0
50,9,1,1,4934,0,36,1
20,13,1,1,13550,0,35,1
50,13,1,1,0,0,40,1
40,14,1,1,0,1740,60,0
20,9,1,1,0,0,40,0
20,4,1,1,0,0,40,0
30,13,1,0,0,0,40,0
60,10,1,1,0,0,40,0
20,9,1,0,0,0,40,0
20,13,1,0,0,0,40,0
30,13,1,1,0,0,45,1
40,13,1,1,0,0,50,0
30,13,1,0,0,0,50,1
40,13,1,1,0,0,45,1
30,13,1,1,5178,0,40,1
20,12,0,0,0,0,40,0
50,13,1,1,0,0,50,1
30,13,1,1,0,0,40,0
60,4,1,1,0,0,40,0
30,14,1,0,0,0,40,0
19,10,1,0,0,0,15,0
40,9,1,1,0,0,60,0
30,7,1,0,0,0,48,0
20,9,1,0,0,0,25,0
30,9,0,0,0,0,40,0
40,14,1,1,15024,0,50,1
20,9,1,0,0,0,35,0
20,11,1,1,0,0,40,0
50,5,1,0,0,0,40,0
50,10,0,0,0,0,40,0
50,9,1,1,0,0,45,1
50,9,1,1,0,0,40,1
40,9,1,1,0,0,40,1
60,4,0,1,0,0,40,0
30,9,1,1,0,0,40,0
40,9,0,0,0,0,28,0
30,14,1,1,0,0,40,1
40,9,1,1,0,1902,40,1
20,9,1,1,0,0,40,0
30,10,1,1,0,0,40,0
30,10,1,1,0,1672,45,0
40,15,1,1,0,1887,40,1
50,9,1,1,0,0,40,1
30,14,0,1,0,0,99,1
60,5,1,1,0,0,25,0
60,5,1,1,5178,0,40,1
20,10,0,0,2174,0,40,0
20,10,1,1,0,0,20,0
20,13,1,1,0,0,55,0
50,9,0,1,0,0,40,0
40,9,1,1,0,0,45,0
40,7,1,0,0,0,40,0
30,13,1,0,0,0,42,0
50,11,1,1,0,0,40,1
30,10,1,0,0,0,40,0
20,9,1,1,0,0,40,0
30,10,1,1,0,0,40,0
40,10,1,1,7688,0,40,1
50,5,1,1,0,0,40,0
40,10,1,1,0,0,40,0
20,10,1,0,0,0,10,0
30,10,1,1,0,0,40,0
40,13,1,1,0,0,40,0
30,5,1,1,0,0,40,0
60,15,1,1,0,0,40,1
70,14,0,1,0,0,40,0
20,10,1,0,0,0,30,0
50,9,1,0,0,0,40,0
30,9,1,1,0,0,48,0
30,9,1,1,0,1902,50,0
50,15,1,1,99999,0,50,1
60,10,1,1,0,2377,55,1
20,7,1,0,0,0,40,0
30,10,1,1,0,0,40,0
30,15,1,1,10520,0,50,1
18,7,1,1,0,0,30,0
40,10,1,0,0,0,20,0
20,9,1,0,0,0,40,0
30,13,1,0,0,0,8,0
30,11,1,0,0,0,40,0
20,13,1,1,0,0,40,0
50,4,1,1,0,0,40,0
40,15,1,1,15024,0,40,1
50,10,1,1,15024,0,50,1
18,9,1,1,0,0,25,0
30,13,1,0,0,0,40,0
50,10,1,1,0,0,45,1
60,7,1,1,0,0,40,0
30,9,1,1,4064,0,40,0
40,5,1,0,0,0,40,0
60,9,1,1,0,0,40,0
40,9,1,0,0,0,50,0
30,9,1,1,0,0,30,0
30,13,1,1,0,0,60,1
50,10,1,1,0,0,40,1
17,7,1,1,0,0,15,0
40,13,1,1,0,0,55,1
50,9,1,0,0,0,65,0
30,13,0,1,0,0,30,0
18,9,1,0,0,0,40,0
30,9,0,1,0,0,40,0
50,13,1,1,0,0,45,1
30,7,1,1,0,0,55,0
20,13,0,0,0,0,40,0
20,13,1,1,0,0,50,0
40,12,1,0,0,0,50,0
40,10,1,1,0,0,55,0
30,9,1,1,0,0,60,1
30,12,1,0,0,0,38,0
40,10,1,1,0,0,45,1
20,13,1,1,0,1408,40,0
40,9,1,1,0,0,40,0
50,6,1,0,0,0,24,0
30,9,1,1,0,0,50,0
30,14,1,1,0,0,50,1
30,9,0,1,0,0,40,0
40,13,1,1,0,0,60,1
50,6,1,0,0,0,48,0
40,1,1,1,0,0,40,0
18,9,1,0,0,0,30,0
70,13,1,1,0,0,50,1
40,11,1,1,0,0,40,0
20,13,1,0,0,0,35,0
20,10,1,0,0,0,15,0
40,9,1,0,0,0,50,0
40,14,1,1,0,0,45,1
20,10,1,0,0,0,20,0
40,13,1,1,0,0,45,1
50,10,1,0,0,1980,40,0
30,9,1,0,0,0,40,1
30,13,1,0,0,0,35,0
20,14,1,0,0,0,40,1
20,8,1,1,0,0,45,0
30,13,1,1,0,0,37,0
20,10,1,1,0,0,40,0
20,10,1,0,0,0,30,0
50,10,1,1,0,0,95,1
40,9,1,1,0,0,40,0
40,9,0,1,0,0,40,0
30,9,1,0,0,0,25,0
20,10,1,1,0,0,20,0
30,6,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,9,1,0,0,0,40,0
20,10,1,0,0,0,20,0
20,6,0,0,0,0,40,0
30,13,1,0,0,0,40,0
17,6,0,1,0,0,15,0
50,9,1,0,0,0,25,0
20,10,1,0,0,0,35,0
30,9,1,1,0,0,40,1
40,13,1,0,4650,0,48,0
30,9,1,1,0,0,40,0
30,13,1,0,0,0,40,0
30,4,1,1,0,0,38,0
20,9,1,1,0,0,40,0
60,12,1,1,0,0,50,0
40,13,1,1,15024,0,40,1
30,11,1,0,0,0,64,0
20,9,1,1,0,0,40,1
40,13,1,1,15024,0,40,1
50,10,1,1,0,0,40,1
50,10,1,1,7298,0,45,1
30,13,1,1,0,0,50,1
19,9,1,1,0,0,16,0
40,13,1,1,0,0,45,1
40,11,1,1,0,0,60,1
30,7,1,0,0,0,32,0
30,9,1,1,0,0,40,0
30,7,1,1,0,0,40,0
30,9,1,0,0,0,50,1
40,11,1,0,0,0,40,0
20,9,1,1,0,0,50,0
40,10,1,1,0,0,50,0
50,10,1,0,0,0,25,1
40,10,0,0,0,0,40,0
40,13,1,1,0,0,56,1
30,9,1,1,0,0,40,0
30,13,1,1,0,0,60,0
30,7,1,1,0,0,40,0
30,9,1,1,0,0,45,0
60,9,1,1,2635,0,40,0
17,6,1,1,0,0,15,0
20,10,1,0,0,0,15,0
40,10,1,0,914,0,40,0
40,13,1,1,15024,0,50,1
30,9,1,1,0,0,42,0
30,10,1,0,0,0,40,0
50,9,1,1,0,0,50,0
50,13,0,1,0,0,40,0
30,13,1,1,0,0,45,1
40,16,1,1,0,0,65,1
20,9,1,0,0,0,40,0
30,11,1,1,0,0,40,0
30,11,0,1,0,0,40,0
30,9,0,1,0,0,42,0
20,13,1,0,0,0,40,0
20,10,0,1,0,0,24,0
40,9,1,1,99999,0,65,1
18,9,1,1,0,0,25,0
20,8,1,1,0,0,40,0
50,14,1,1,0,0,55,1
19,10,1,1,0,0,40,0
50,9,1,1,0,0,46,1
30,8,0,0,0,0,40,0
20,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
20,10,1,0,0,0,20,0
30,10,1,0,0,0,50,0
30,16,1,0,0,0,40,0
60,8,1,1,0,0,40,0
40,10,1,1,0,0,40,1
20,10,1,1,0,0,50,0
30,10,1,0,0,0,50,0
30,10,1,1,0,0,40,1
20,9,0,1,0,0,40,0
40,9,1,1,3464,0,40,0
20,7,0,1,0,0,35,0
20,9,1,0,0,0,40,0
60,13,1,1,0,0,40,1
19,9,1,1,0,0,40,0
20,9,1,1,0,0,30,0
40,14,0,1,15024,0,40,1
50,9,1,0,0,0,40,0
19,9,1,1,0,0,35,0
30,14,1,0,0,0,45,1
30,9,1,1,0,0,65,1
17,8,1,0,0,0,20,0
30,10,1,0,0,0,35,0
50,10,1,1,0,0,40,1
30,9,1,0,3942,0,35,0
20,16,1,1,0,0,77,0
20,9,1,1,0,1740,30,0
20,15,1,1,99999,0,60,1
20,9,0,1,0,0,40,0
40,12,1,0,0,0,67,0
20,14,1,0,0,0,45,1
19,9,1,0,0,0,40,0
40,10,1,1,0,0,40,0
30,15,1,1,0,0,25,1
40,12,0,0,0,0,40,0
50,7,1,1,0,0,40,0
40,9,1,0,0,0,40,0
40,10,1,1,0,0,56,1
40,13,1,0,0,0,40,0
40,10,1,0,0,0,38,0
17,6,1,0,0,0,20,0
30,9,1,0,0,0,40,0
19,10,1,0,0,0,20,0
50,9,1,0,0,0,40,1
70,10,1,1,0,0,35,0
40,11,0,1,0,0,60,0
30,10,1,0,0,0,37,0
20,5,0,1,0,0,40,0
17,7,1,0,0,0,25,0
40,9,1,1,0,0,45,1
40,5,1,1,0,0,43,0
30,9,1,0,0,0,20,0
30,1,1,1,0,0,40,0
50,9,1,1,0,0,40,0
20,9,1,0,0,0,40,0
40,9,1,1,0,0,72,1
20,10,1,0,0,0,35,0
20,9,1,1,0,0,50,0
60,9,1,1,0,0,42,0
30,11,1,1,0,0,40,0
30,9,1,1,0,0,50,0
40,10,1,0,0,0,40,0
40,13,1,1,0,0,30,0
40,9,1,1,3103,0,46,1
30,10,0,0,0,0,40,0
40,9,1,1,0,0,45,0
20,9,1,0,0,0,37,0
60,13,1,1,20051,0,45,1
18,9,0,0,0,0,20,0
19,8,1,0,0,0,30,0
30,9,1,1,0,0,60,0
20,9,1,0,0,0,50,0
50,9,1,0,2597,0,40,0
30,10,1,1,0,0,41,0
20,9,1,1,0,0,40,0
40,13,1,0,0,0,35,0
30,13,1,1,0,0,50,1
30,10,1,1,0,0,45,0
30,10,1,0,0,0,40,0
19,10,1,1,0,0,25,0
20,9,1,0,0,0,40,0
30,10,1,1,0,0,40,1
30,9,1,0,0,0,35,0
30,9,1,1,0,0,45,1
30,10,1,0,0,0,40,0
20,10,1,0,0,0,35,0
40,9,1,1,0,0,85,1
20,10,1,1,0,0,40,0
30,14,1,1,0,0,40,1
60,13,0,1,0,2163,25,0
17,9,1,1,0,0,20,0
60,9,1,1,0,0,24,0
50,14,1,1,0,0,55,1
17,7,1,1,0,0,20,0
50,9,1,1,0,0,40,0
20,10,1,1,3103,0,50,1
20,9,1,1,0,0,49,1
40,10,1,1,0,0,40,0
50,14,1,1,0,1887,47,1
30,9,0,1,0,0,40,0
50,9,1,1,0,0,46,1
18,9,1,0,0,0,10,0
20,10,1,0,0,0,40,0
40,10,1,1,0,0,60,1
30,9,1,0,0,0,35,0
30,9,1,1,0,0,40,0
20,9,1,1,0,0,12,0
30,10,0,0,0,0,40,0
20,10,1,1,0,0,40,0
20,4,1,1,0,0,40,0
50,10,1,1,0,0,40,0
30,10,1,0,0,0,40,0
30,9,1,1,0,0,40,0
50,4,1,1,0,0,40,0
20,7,0,0,0,0,24,0
50,13,1,0,0,0,40,0
50,13,1,1,0,0,40,0
60,9,1,0,991,0,18,0
30,9,1,1,0,0,60,0
30,9,1,0,0,0,40,0
40,13,1,0,0,0,25,0
50,9,1,0,0,0,40,0
40,9,1,1,0,0,40,0
19,9,1,0,0,0,30,0
50,16,1,1,0,0,24,1
20,9,0,1,3325,0,40,0
30,10,1,0,0,1617,40,0
20,12,1,1,0,0,40,0
50,9,1,0,0,0,40,0
40,14,1,0,0,0,60,0
30,9,1,1,3887,0,40,0
50,9,0,0,0,0,40,0
40,13,1,1,0,0,40,1
40,9,1,1,0,0,40,0
50,6,1,1,14344,0,68,1
20,10,1,0,0,0,32,0
20,13,0,0,0,0,42,0
20,7,0,0,0,0,40,0
18,7,1,0,0,0,40,0
40,13,1,0,0,0,50,0
40,9,1,1,0,0,30,0
50,9,0,1,0,0,30,0
50,13,1,0,0,0,45,0
40,12,0,0,0,0,50,0
50,15,1,1,0,2415,60,1
70,10,1,1,0,1648,35,0
30,9,1,1,0,0,40,0
60,9,0,0,0,0,40,0
19,9,1,0,0,0,40,0
20,9,0,0,0,0,40,0
20,10,0,0,0,0,40,0
30,4,1,1,0,0,35,0
30,9,1,1,0,0,40,0
50,12,1,0,0,1628,30,0
30,10,1,1,4386,0,50,1
20,9,1,1,0,0,40,0
17,6,1,1,0,0,20,0
18,9,1,0,0,0,20,0
40,13,1,1,0,0,40,0
20,13,1,0,0,0,40,0
40,10,1,1,0,0,45,0
30,9,1,1,0,0,40,0
30,5,1,1,0,0,40,0
20,10,1,0,0,0,40,0
40,13,1,1,0,1902,40,1
40,9,1,1,0,0,40,0
30,10,0,0,0,0,40,0
70,13,1,1,0,0,10,0
30,9,1,1,0,0,30,0
50,10,1,0,0,0,35,1
19,9,1,1,0,0,50,0
30,10,1,1,0,0,40,0
40,11,0,1,0,0,40,0
20,10,1,0,0,0,16,0
20,10,1,0,0,0,40,0
20,10,1,0,0,0,40,0
30,11,1,0,0,0,40,0
40,13,1,1,0,0,52,0
18,7,1,0,0,0,20,0
20,10,1,0,0,0,40,0
30,16,1,0,0,0,40,1
20,10,1,1,0,0,40,0
20,13,1,1,0,0,25,0
20,10,1,1,0,0,40,0
40,13,1,1,0,0,50,0
20,12,1,1,0,0,20,0
20,13,1,1,0,0,60,0
20,10,1,1,0,0,60,0
30,12,1,1,0,0,40,0
50,13,1,1,0,0,38,1
30,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,13,1,1,0,0,40,1
40,10,1,1,0,0,60,1
30,9,1,0,0,0,40,0
50,4,1,0,0,0,10,0
50,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
20,9,1,0,0,0,40,0
40,9,1,0,0,0,40,0
70,15,1,1,0,2246,28,1
20,13,1,1,0,1876,38,0
40,10,1,1,0,0,40,0
40,15,1,1,99999,0,50,1
20,10,1,1,0,0,40,0
20,9,0,0,0,0,40,0
18,7,1,1,0,0,15,0
20,13,1,0,0,0,40,0
20,9,1,1,0,0,35,0
40,9,0,0,0,0,30,0
50,10,0,0,0,0,40,0
50,10,1,1,0,0,45,1
40,9,1,1,0,1902,40,1
20,5,1,1,0,0,35,0
17,6,1,1,0,0,18,0
40,9,1,1,0,0,40,0
60,8,1,1,0,0,40,0
50,10,1,0,0,2258,38,1
20,10,1,1,0,0,35,0
40,10,1,1,0,0,40,1
40,12,1,1,0,0,44,0
40,15,1,1,0,0,48,0
30,9,1,1,0,0,86,0
30,9,1,0,0,0,54,0
20,13,1,0,0,0,40,0
20,10,0,1,0,0,40,0
19,9,1,1,0,0,10,0
60,13,1,1,0,0,50,1
60,9,1,0,0,0,40,0
60,12,1,0,0,0,6,0
30,11,1,0,0,0,40,0
20,8,1,1,0,0,35,0
20,13,1,1,0,0,50,0
50,9,1,0,0,0,38,0
40,9,1,1,0,0,40,0
30,10,1,0,0,0,56,0
30,9,1,1,0,2051,44,0
50,12,1,0,0,0,40,0
30,13,1,0,0,0,40,0
40,13,1,1,0,0,50,0
30,10,1,1,0,0,38,0
50,12,1,0,0,0,55,1
40,13,1,0,0,0,12,0
30,6,0,0,0,0,40,0
50,16,0,1,0,0,70,1
60,10,1,1,0,0,30,0
20,5,1,1,0,0,48,0
60,14,1,1,0,0,30,1
40,13,1,1,0,0,40,1
40,10,0,0,0,0,40,0
30,9,1,1,0,0,60,0
30,5,1,1,0,0,40,0
50,9,1,0,0,0,45,0
40,13,1,1,0,0,72,1
19,8,1,1,0,1602,20,0
60,9,1,1,0,1902,40,1
60,5,0,1,0,0,65,0
20,9,1,0,0,0,40,0
40,9,1,1,0,0,40,0
30,13,1,1,0,0,50,1
20,13,1,0,0,0,40,1
40,13,1,1,0,0,35,0
30,9,0,0,0,0,40,0
50,10,0,0,0,0,35,0
60,9,1,0,0,0,23,0
30,9,1,1,0,0,40,0
19,10,1,1,0,0,60,0
50,10,0,0,0,0,40,0
40,12,1,1,0,1485,55,0
40,11,1,1,0,0,40,0
30,10,0,0,0,0,40,0
30,9,1,0,0,0,40,0
30,10,1,0,0,0,45,1
19,8,1,0,0,0,18,0
50,9,1,0,0,0,40,0
50,5,1,1,0,0,40,0
60,14,1,1,0,0,18,0
60,9,1,0,991,0,18,0
60,10,1,1,0,0,40,1
60,9,1,1,0,0,40,0
30,9,1,0,0,0,40,0
40,12,1,1,0,0,40,0
20,10,0,1,0,0,50,0
30,10,1,1,0,0,40,0
30,10,0,1,7298,0,40,1
20,9,1,0,0,0,40,0
60,7,1,1,6418,0,35,1
18,10,1,0,0,0,35,0
20,9,1,1,0,0,40,0
30,13,1,1,0,1902,40,1
40,13,1,1,0,0,40,1
40,10,1,0,0,0,20,0
50,9,1,1,0,0,45,0
50,13,0,1,7688,0,20,1
40,9,1,0,1471,0,40,0
20,13,1,0,0,0,40,0
40,13,1,1,7688,0,50,1
30,9,1,1,0,0,40,0
50,6,0,1,0,0,45,0
60,9,1,0,0,0,38,0
30,10,1,1,0,0,45,0
40,9,1,0,0,0,52,0
30,9,1,0,0,0,40,0
20,13,1,0,0,0,16,0
19,5,1,1,0,0,16,0
20,4,1,1,0,0,40,0
30,10,1,1,0,0,25,0
17,7,1,1,0,0,16,0
20,13,1,1,0,0,40,0
30,11,1,1,3908,0,45,0
30,10,1,1,0,0,46,0
20,10,0,1,0,0,40,0
40,9,1,0,0,0,35,1
20,9,0,1,0,0,40,0
50,14,1,1,0,0,40,1
20,10,0,0,0,0,35,0
20,10,1,1,0,0,50,0
40,9,1,0,0,0,40,0
30,12,1,1,0,0,40,0
50,5,0,0,0,0,25,0
20,10,0,1,2597,0,48,0
50,10,1,1,0,1902,40,1
20,9,1,1,0,0,40,0
50,2,1,1,0,0,50,0
30,9,1,1,2354,0,40,0
40,9,1,1,0,0,62,0
30,9,1,1,0,0,40,0
50,9,0,0,0,0,40,0
50,5,0,1,0,0,55,1
20,7,1,1,0,0,40,0
20,9,1,1,0,0,40,0
40,13,1,1,0,0,50,0
30,10,1,0,0,0,60,0
30,10,0,1,0,0,40,0
40,13,0,1,0,0,45,0
20,10,1,1,1055,0,20,0
40,13,1,1,99999,0,75,1
20,10,1,0,0,1579,40,0
30,6,1,1,0,0,40,0
30,13,1,0,0,0,40,0
50,10,1,0,0,0,40,0
40,12,0,1,0,0,40,0
40,12,1,1,0,1848,55,1
50,10,1,1,0,0,55,0
20,10,1,0,0,0,40,0
30,9,1,1,0,0,40,0
40,9,1,1,0,0,50,1
50,9,1,1,0,0,40,0
40,6,1,1,0,0,60,0
19,9,1,1,0,0,40,0
30,9,1,0,0,0,42,0
20,10,1,1,0,0,40,0
20,13,1,0,0,0,32,0
40,7,1,0,0,0,44,0
20,10,1,1,0,0,40,0
40,6,0,1,0,0,37,0
30,9,1,1,0,0,50,0
30,9,1,1,0,0,40,0
19,9,1,1,0,0,35,0
20,9,1,1,5178,0,40,1
50,5,1,1,0,0,40,0
40,11,1,1,0,0,40,0
20,13,1,1,2907,0,40,0
30,10,0,1,0,0,40,0
30,9,1,1,0,0,40,0
50,14,1,1,0,0,45,1
30,5,1,1,0,0,40,0
20,10,1,0,0,0,40,0
40,10,0,0,0,0,35,0
30,10,0,0,0,0,40,0
60,10,1,0,0,0,20,0
30,13,1,1,0,0,40,0
30,9,1,1,0,0,50,1
30,9,1,0,0,0,40,0
17,7,1,1,0,0,20,0
40,13,1,1,0,0,60,1
40,13,1,1,0,0,50,1
17,7,1,1,0,0,20,0
60,4,1,1,3137,0,40,0
60,14,1,1,5013,0,40,0
40,12,1,1,0,0,40,0
30,5,0,1,0,0,40,0
30,9,1,1,0,0,40,0
40,10,0,1,0,0,40,0
20,5,1,0,0,0,40,0
30,10,0,1,0,0,72,0
30,9,1,1,0,0,45,0
30,10,1,0,0,0,40,0
40,13,1,1,0,0,40,1
60,9,1,0,0,0,17,0
30,15,1,1,0,0,55,1
20,13,1,1,0,0,40,0
30,9,1,1,0,1977,45,1
18,8,1,0,0,0,20,0
40,14,1,1,0,0,50,0
30,13,1,1,0,1340,40,0
40,9,1,1,0,0,40,0
18,10,1,1,0,0,40,0
30,10,1,0,0,0,38,0
20,9,1,1,0,0,40,0
40,9,0,0,0,0,40,0
30,12,0,0,0,0,20,0
30,12,1,1,0,0,40,0
20,9,1,1,0,0,30,0
40,13,1,1,0,0,40,0
30,9,1,1,0,0,20,0
60,9,0,1,0,0,6,0
20,10,1,1,0,0,40,0
40,10,1,1,0,0,40,1
18,9,1,0,0,0,60,0
20,11,1,1,0,1564,56,1
20,13,1,0,0,0,40,0
20,10,1,1,0,0,20,0
20,10,1,0,3781,0,35,0
40,10,1,1,0,0,45,1
30,10,1,1,0,0,50,0
40,9,1,1,5178,0,40,1
30,10,1,1,0,0,40,0
30,11,1,1,0,0,48,1
20,9,1,1,0,0,40,0
18,9,1,1,0,0,40,0
50,10,1,1,0,0,45,0
40,12,1,1,5178,0,50,1
50,9,0,0,0,0,40,0
70,9,1,0,0,0,5,0
50,9,1,1,0,0,40,1
30,9,1,0,0,0,40,0
30,5,1,1,0,0,40,0
30,10,1,0,0,0,50,0
19,10,1,1,0,0,40,0
20,9,1,1,0,0,40,0
70,6,1,0,0,0,1,0
40,13,1,1,0,0,40,1
30,11,1,1,0,0,40,0
30,9,1,1,0,0,50,0
40,10,1,1,0,0,40,1
30,10,1,1,0,0,50,0
20,6,1,1,0,0,35,1
40,9,1,1,0,0,50,0
40,9,1,0,0,0,40,0
40,13,1,1,0,0,60,1
20,13,1,1,7688,0,40,1
30,12,0,1,0,0,60,0
30,9,1,1,0,0,60,0
50,14,1,0,4650,0,70,0
30,13,1,0,0,0,40,0
20,10,1,1,0,0,45,0
20,10,0,1,0,0,25,0
20,13,1,0,0,0,20,0
20,9,0,0,0,0,30,0
50,13,1,1,0,0,40,0
50,14,1,0,0,0,40,0
20,9,1,0,0,0,40,0
40,1,1,0,0,0,40,0
30,10,0,1,0,0,55,0
50,8,1,1,0,0,40,0
30,12,1,1,0,0,48,0
40,9,1,1,0,0,70,1
30,14,0,1,0,0,40,0
50,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
40,14,1,1,7298,0,40,1
30,9,1,0,0,0,50,0
40,9,1,1,0,1902,40,1
30,6,0,0,0,0,12,0
40,4,1,1,0,0,40,0
20,1,1,0,0,0,15,0
20,7,1,1,0,0,40,0
20,9,0,0,0,0,40,0
20,10,0,1,0,0,42,0
30,9,1,1,0,0,45,0
50,13,0,1,0,1485,40,0
30,11,1,1,0,0,40,1
30,13,1,1,3103,0,48,1
30,14,1,0,0,0,40,1
40,9,1,1,0,0,40,0
20,10,1,0,0,0,16,0
20,10,0,0,0,0,40,0
60,9,0,0,0,0,40,0
50,9,1,1,2414,0,15,0
20,9,1,1,0,0,40,0
20,10,1,0,0,0,40,0
40,9,1,1,0,0,40,1
20,9,1,1,0,0,80,0
40,5,1,0,0,0,20,0
40,13,1,0,0,0,35,0
30,10,0,0,0,0,40,0
20,10,1,1,0,0,40,0
40,16,1,0,0,1977,20,1
30,10,1,1,0,0,16,0
40,13,0,1,0,0,40,1
20,10,1,0,0,0,40,0
50,11,1,1,0,0,38,1
30,9,0,1,0,0,40,0
20,11,1,1,0,0,55,1
30,9,1,1,0,0,40,0
50,9,1,1,0,0,40,0
30,5,1,1,0,0,50,0
50,4,1,1,0,0,48,0
40,9,1,1,0,0,80,0
40,13,1,1,0,0,50,1
30,9,1,1,0,0,40,0
30,4,1,1,0,0,40,1
30,14,1,1,0,1564,40,1
40,10,1,0,0,0,40,1
20,15,1,1,0,0,40,0
19,8,0,0,0,0,25,0
30,11,1,1,0,0,50,0
40,13,1,1,0,0,60,0
40,13,1,1,0,0,40,0
